@relation 'AMD.USUSD_Candlestick_1_s_BID_02.01.2018-02.01.2018.Processed4 - Copy'

@attribute time {'02/01/2018 14:30','02/01/2018 14:31','02/01/2018 14:32','02/01/2018 14:33','02/01/2018 14:34','02/01/2018 14:35','02/01/2018 14:36','02/01/2018 14:37','02/01/2018 14:38','02/01/2018 14:39','02/01/2018 14:40','02/01/2018 14:41','02/01/2018 14:42','02/01/2018 14:43','02/01/2018 14:44','02/01/2018 14:45','02/01/2018 14:46','02/01/2018 14:47','02/01/2018 14:48','02/01/2018 14:49','02/01/2018 14:50','02/01/2018 14:51','02/01/2018 14:52','02/01/2018 14:53','02/01/2018 14:54','02/01/2018 14:55','02/01/2018 14:56','02/01/2018 14:57','02/01/2018 14:58','02/01/2018 14:59','02/01/2018 15:00','02/01/2018 15:01','02/01/2018 15:02','02/01/2018 15:03','02/01/2018 15:04','02/01/2018 15:05','02/01/2018 15:06','02/01/2018 15:07','02/01/2018 15:08','02/01/2018 15:09','02/01/2018 15:10','02/01/2018 15:11','02/01/2018 15:12','02/01/2018 15:13','02/01/2018 15:14','02/01/2018 15:15','02/01/2018 15:16','02/01/2018 15:17','02/01/2018 15:18','02/01/2018 15:19','02/01/2018 15:20','02/01/2018 15:21','02/01/2018 15:22','02/01/2018 15:23','02/01/2018 15:24','02/01/2018 15:25','02/01/2018 15:26','02/01/2018 15:27','02/01/2018 15:28','02/01/2018 15:29','02/01/2018 15:30','02/01/2018 15:31','02/01/2018 15:32','02/01/2018 15:33','02/01/2018 15:34','02/01/2018 15:35','02/01/2018 15:36','02/01/2018 15:37','02/01/2018 15:38','02/01/2018 15:39','02/01/2018 15:40','02/01/2018 15:41','02/01/2018 15:42','02/01/2018 15:43','02/01/2018 15:44','02/01/2018 15:45','02/01/2018 15:46','02/01/2018 15:47','02/01/2018 15:48','02/01/2018 15:49','02/01/2018 15:50','02/01/2018 15:51','02/01/2018 15:52','02/01/2018 15:53','02/01/2018 15:54','02/01/2018 15:55','02/01/2018 15:56','02/01/2018 15:57','02/01/2018 15:58','02/01/2018 15:59','02/01/2018 16:00','02/01/2018 16:01','02/01/2018 16:02','02/01/2018 16:03','02/01/2018 16:04','02/01/2018 16:05','02/01/2018 16:06','02/01/2018 16:07','02/01/2018 16:08','02/01/2018 16:09','02/01/2018 16:10','02/01/2018 16:11','02/01/2018 16:12','02/01/2018 16:13','02/01/2018 16:14','02/01/2018 16:15','02/01/2018 16:16','02/01/2018 16:17','02/01/2018 16:18','02/01/2018 16:19','02/01/2018 16:20','02/01/2018 16:21','02/01/2018 16:22','02/01/2018 16:23','02/01/2018 16:24','02/01/2018 16:25','02/01/2018 16:26','02/01/2018 16:27','02/01/2018 16:28','02/01/2018 16:29','02/01/2018 16:30','02/01/2018 16:31','02/01/2018 16:32','02/01/2018 16:33','02/01/2018 16:34','02/01/2018 16:35','02/01/2018 16:36','02/01/2018 16:37','02/01/2018 16:38','02/01/2018 16:39','02/01/2018 16:40','02/01/2018 16:41','02/01/2018 16:42','02/01/2018 16:43','02/01/2018 16:44','02/01/2018 16:45','02/01/2018 16:46','02/01/2018 16:47','02/01/2018 16:48','02/01/2018 16:49','02/01/2018 16:50','02/01/2018 16:51','02/01/2018 16:52','02/01/2018 16:53','02/01/2018 16:54','02/01/2018 16:55','02/01/2018 16:56','02/01/2018 16:57','02/01/2018 16:58','02/01/2018 16:59','02/01/2018 17:00','02/01/2018 17:01','02/01/2018 17:02','02/01/2018 17:03','02/01/2018 17:04','02/01/2018 17:05','02/01/2018 17:06','02/01/2018 17:07','02/01/2018 17:08','02/01/2018 17:09','02/01/2018 17:10','02/01/2018 17:11','02/01/2018 17:12','02/01/2018 17:13','02/01/2018 17:14','02/01/2018 17:15','02/01/2018 17:16','02/01/2018 17:17','02/01/2018 17:18','02/01/2018 17:19','02/01/2018 17:20','02/01/2018 17:21','02/01/2018 17:22','02/01/2018 17:23','02/01/2018 17:24','02/01/2018 17:25','02/01/2018 17:26','02/01/2018 17:27','02/01/2018 17:28','02/01/2018 17:29','02/01/2018 17:30','02/01/2018 17:31','02/01/2018 17:32','02/01/2018 17:33','02/01/2018 17:34','02/01/2018 17:35','02/01/2018 17:36','02/01/2018 17:37','02/01/2018 17:38','02/01/2018 17:39','02/01/2018 17:40','02/01/2018 17:41','02/01/2018 17:42','02/01/2018 17:43','02/01/2018 17:44','02/01/2018 17:45','02/01/2018 17:46','02/01/2018 17:47','02/01/2018 17:48','02/01/2018 17:49','02/01/2018 17:50','02/01/2018 17:51','02/01/2018 17:52','02/01/2018 17:53','02/01/2018 17:54','02/01/2018 17:55','02/01/2018 17:56','02/01/2018 17:57','02/01/2018 17:58','02/01/2018 17:59','02/01/2018 18:00','02/01/2018 18:01','02/01/2018 18:02','02/01/2018 18:03','02/01/2018 18:04','02/01/2018 18:05','02/01/2018 18:06','02/01/2018 18:07','02/01/2018 18:08','02/01/2018 18:09','02/01/2018 18:10','02/01/2018 18:11','02/01/2018 18:12','02/01/2018 18:13','02/01/2018 18:14','02/01/2018 18:15','02/01/2018 18:16','02/01/2018 18:17','02/01/2018 18:18','02/01/2018 18:19','02/01/2018 18:20','02/01/2018 18:21','02/01/2018 18:22','02/01/2018 18:23','02/01/2018 18:24','02/01/2018 18:25','02/01/2018 18:26','02/01/2018 18:27','02/01/2018 18:28','02/01/2018 18:30','02/01/2018 18:31','02/01/2018 18:32','02/01/2018 18:33','02/01/2018 18:34','02/01/2018 18:35','02/01/2018 18:36','02/01/2018 18:37','02/01/2018 18:38','02/01/2018 18:39','02/01/2018 18:40','02/01/2018 18:41','02/01/2018 18:42','02/01/2018 18:43','02/01/2018 18:44','02/01/2018 18:45','02/01/2018 18:46','02/01/2018 18:47','02/01/2018 18:48','02/01/2018 18:49','02/01/2018 18:50','02/01/2018 18:51','02/01/2018 18:52','02/01/2018 18:53','02/01/2018 18:54','02/01/2018 18:55','02/01/2018 18:56','02/01/2018 18:57','02/01/2018 18:58','02/01/2018 18:59','02/01/2018 19:00','02/01/2018 19:01','02/01/2018 19:02','02/01/2018 19:03','02/01/2018 19:04','02/01/2018 19:05','02/01/2018 19:06','02/01/2018 19:07','02/01/2018 19:08','02/01/2018 19:09','02/01/2018 19:10','02/01/2018 19:11','02/01/2018 19:12','02/01/2018 19:13','02/01/2018 19:14','02/01/2018 19:15','02/01/2018 19:16','02/01/2018 19:17','02/01/2018 19:18','02/01/2018 19:19','02/01/2018 19:20','02/01/2018 19:21','02/01/2018 19:22','02/01/2018 19:23','02/01/2018 19:24','02/01/2018 19:25','02/01/2018 19:26','02/01/2018 19:27','02/01/2018 19:28','02/01/2018 19:29','02/01/2018 19:30','02/01/2018 19:31','02/01/2018 19:32','02/01/2018 19:33','02/01/2018 19:34','02/01/2018 19:35','02/01/2018 19:36','02/01/2018 19:37','02/01/2018 19:38','02/01/2018 19:39','02/01/2018 19:40','02/01/2018 19:41','02/01/2018 19:42','02/01/2018 19:43','02/01/2018 19:44','02/01/2018 19:45','02/01/2018 19:46','02/01/2018 19:47','02/01/2018 19:48','02/01/2018 19:49','02/01/2018 19:50','02/01/2018 19:51','02/01/2018 19:52','02/01/2018 19:53','02/01/2018 19:54','02/01/2018 19:55','02/01/2018 19:56','02/01/2018 19:57','02/01/2018 19:58','02/01/2018 19:59','02/01/2018 20:00','02/01/2018 20:01','02/01/2018 20:02','02/01/2018 20:03','02/01/2018 20:04','02/01/2018 20:05','02/01/2018 20:06','02/01/2018 20:07','02/01/2018 20:08','02/01/2018 20:09','02/01/2018 20:10','02/01/2018 20:11','02/01/2018 20:12','02/01/2018 20:13','02/01/2018 20:14','02/01/2018 20:15','02/01/2018 20:16','02/01/2018 20:17','02/01/2018 20:18','02/01/2018 20:19','02/01/2018 20:20','02/01/2018 20:21','02/01/2018 20:22','02/01/2018 20:23','02/01/2018 20:24','02/01/2018 20:25','02/01/2018 20:26','02/01/2018 20:27','02/01/2018 20:28','02/01/2018 20:29','02/01/2018 20:30','02/01/2018 20:31','02/01/2018 20:32','02/01/2018 20:33','02/01/2018 20:34','02/01/2018 20:35','02/01/2018 20:36','02/01/2018 20:37','02/01/2018 20:38','02/01/2018 20:39','02/01/2018 20:40','02/01/2018 20:41','02/01/2018 20:42','02/01/2018 20:43','02/01/2018 20:44','02/01/2018 20:45','02/01/2018 20:46','02/01/2018 20:47','02/01/2018 20:48','02/01/2018 20:49','02/01/2018 20:50','02/01/2018 20:51','02/01/2018 20:52','02/01/2018 20:53','02/01/2018 20:54','02/01/2018 20:55','02/01/2018 20:56','02/01/2018 20:57','02/01/2018 20:58','02/01/2018 20:59'}
@attribute open numeric
@attribute high numeric
@attribute low numeric
@attribute close numeric
@attribute volume numeric
@attribute colour {neither,black,white}
@attribute candle {doji,blackMaruboxu,whiteMaruboxu,none}
@attribute 'moving ' numeric
@attribute rsi numeric
@attribute percentile numeric
@attribute quartile numeric

@data
'02/01/2018 14:58',10.557,10.557,10.557,10.557,0.0164,neither,doji,10.5564,75,1,2
'02/01/2018 14:58',10.558,10.558,10.558,10.558,0.006,neither,doji,10.558,83.333333,1,2
'02/01/2018 14:58',10.559,10.559,10.559,10.559,0.015,neither,doji,10.5582,60,1,2
'02/01/2018 14:58',10.559,10.559,10.559,10.559,0.0075,neither,doji,10.5584,60,1,2
'02/01/2018 14:58',10.558,10.558,10.558,10.558,0.0043,neither,doji,10.5582,40,1,2
'02/01/2018 14:58',10.557,10.558,10.557,10.558,0.0236,white,whiteMaruboxu,10.5584,66.666667,1,2
'02/01/2018 14:58',10.558,10.558,10.558,10.558,0.0075,neither,doji,10.5584,50,1,2
'02/01/2018 14:58',10.558,10.558,10.558,10.558,0.0193,neither,doji,10.5582,0,1,2
'02/01/2018 14:58',10.56,10.56,10.56,10.56,0.0075,neither,doji,10.5584,66.666667,1,2
'02/01/2018 14:58',10.557,10.557,10.557,10.557,0.0164,neither,doji,10.5582,40,1,2
'02/01/2018 14:58',10.558,10.558,10.558,10.558,0.0057,neither,doji,10.5582,50,1,2
'02/01/2018 14:58',10.559,10.559,10.559,10.559,0.0075,neither,doji,10.5584,57.142857,1,2
'02/01/2018 14:58',10.558,10.558,10.558,10.558,0.0075,neither,doji,10.5584,50,1,2
'02/01/2018 14:58',10.558,10.558,10.558,10.558,0.0176,neither,doji,10.558,33.333333,1,2
'02/01/2018 14:58',10.558,10.558,10.558,10.558,0.0075,neither,doji,10.5582,66.666667,1,2
'02/01/2018 14:58',10.558,10.558,10.558,10.558,0.0219,neither,doji,10.5582,50,1,2
'02/01/2018 14:58',10.559,10.559,10.559,10.559,0.0075,neither,doji,10.5582,50,1,2
'02/01/2018 14:58',10.559,10.559,10.559,10.559,0.0075,neither,doji,10.5584,100,1,2
'02/01/2018 14:58',10.568,10.568,10.568,10.568,0.0208,neither,doji,10.5604,100,1,2
'02/01/2018 14:58',10.568,10.568,10.568,10.568,0.0183,neither,doji,10.5624,100,1,2
'02/01/2018 14:59',10.577,10.577,10.577,10.577,0.0365,neither,doji,10.5662,100,1,2
'02/01/2018 14:59',10.578,10.578,10.578,10.578,0.0129,neither,doji,10.57,100,1,2
'02/01/2018 14:59',10.577,10.577,10.571,10.571,0.0112,black,blackMaruboxu,10.5724,73.076923,1,2
'02/01/2018 14:59',10.568,10.568,10.568,10.568,0.0026,neither,doji,10.5724,50,1,2
'02/01/2018 14:59',10.558,10.558,10.558,10.558,0.0075,neither,doji,10.5704,33.333333,1,2
'02/01/2018 14:59',10.558,10.558,10.558,10.558,0.0168,neither,doji,10.5666,4.761905,1,2
'02/01/2018 14:59',10.558,10.558,10.558,10.558,0.0171,neither,doji,10.5626,0,1,2
'02/01/2018 14:59',10.558,10.558,10.558,10.558,0.0075,neither,doji,10.56,0,1,2
'02/01/2018 14:59',10.558,10.558,10.558,10.558,0.0075,neither,doji,10.558,0,1,2
'02/01/2018 14:59',10.562,10.562,10.562,10.562,0.0075,neither,doji,10.5588,100,1,2
'02/01/2018 14:59',10.563,10.563,10.563,10.563,0.0075,neither,doji,10.5598,100,1,2
'02/01/2018 14:59',10.561,10.561,10.561,10.561,0.0075,neither,doji,10.5604,71.428571,1,2
'02/01/2018 15:00',10.561,10.568,10.561,10.568,0.0174,white,whiteMaruboxu,10.5624,85.714286,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0029,neither,doji,10.5644,85.714286,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0067,neither,doji,10.5656,80,1,2
'02/01/2018 15:00',10.568,10.571,10.568,10.571,0.015,white,whiteMaruboxu,10.5672,83.333333,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0209,neither,doji,10.5686,76.923077,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0034,neither,doji,10.5686,50,1,2
'02/01/2018 15:00',10.567,10.569,10.567,10.569,0.0248,white,whiteMaruboxu,10.5688,57.142857,1,2
'02/01/2018 15:00',10.57,10.57,10.57,10.57,0.0075,neither,doji,10.5692,62.5,1,2
'02/01/2018 15:00',10.57,10.57,10.568,10.568,0.015,black,blackMaruboxu,10.5686,28.571429,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0075,neither,doji,10.5686,50,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0185,neither,doji,10.5686,50,1,2
'02/01/2018 15:00',10.57,10.57,10.57,10.57,0.0075,neither,doji,10.5688,60,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0075,neither,doji,10.5684,33.333333,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0144,neither,doji,10.5684,50,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0157,neither,doji,10.5684,50,1,2
'02/01/2018 15:00',10.578,10.578,10.578,10.578,0.0224,neither,doji,10.5704,85.714286,1,2
'02/01/2018 15:00',10.578,10.578,10.578,10.578,0.0157,neither,doji,10.572,83.333333,1,2
'02/01/2018 15:00',10.578,10.578,10.578,10.578,0.0051,neither,doji,10.574,100,1,2
'02/01/2018 15:00',10.57,10.57,10.57,10.57,0.0075,neither,doji,10.5744,55.555556,1,2
'02/01/2018 15:00',10.57,10.57,10.568,10.568,0.0094,black,blackMaruboxu,10.5744,50,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0019,neither,doji,10.5724,0,1,2
'02/01/2018 15:00',10.567,10.567,10.567,10.567,0.0133,neither,doji,10.5702,0,1,2
'02/01/2018 15:00',10.568,10.568,10.568,10.568,0.0046,neither,doji,10.5682,8.333333,1,2
'02/01/2018 15:00',10.567,10.567,10.567,10.567,0.0133,neither,doji,10.5676,20,1,2
'02/01/2018 15:00',10.567,10.567,10.567,10.567,0.0133,neither,doji,10.5674,33.333333,1,2
'02/01/2018 15:00',10.567,10.567,10.567,10.567,0.0189,neither,doji,10.5672,33.333333,1,2
'02/01/2018 15:00',10.569,10.569,10.569,10.569,0.0075,neither,doji,10.5676,75,1,2
'02/01/2018 15:00',10.569,10.569,10.569,10.569,0.0075,neither,doji,10.5678,66.666667,1,2
'02/01/2018 15:00',10.569,10.569,10.569,10.569,0.0075,neither,doji,10.5682,100,1,2
'02/01/2018 15:00',10.569,10.569,10.569,10.569,0.0075,neither,doji,10.5686,100,1,2
'02/01/2018 15:00',10.569,10.569,10.569,10.569,0.0075,neither,doji,10.569,100,1,2
'02/01/2018 15:00',10.569,10.569,10.569,10.569,0.0075,neither,doji,10.569,50,1,2
'02/01/2018 15:00',10.569,10.569,10.569,10.569,0.0075,neither,doji,10.569,50,1,2
'02/01/2018 15:00',10.569,10.569,10.569,10.569,0.0075,neither,doji,10.569,50,1,2
'02/01/2018 15:00',10.573,10.578,10.573,10.578,0.015,white,whiteMaruboxu,10.5708,100,1,2
'02/01/2018 15:00',10.578,10.578,10.578,10.578,0.0068,neither,doji,10.5726,100,1,2
'02/01/2018 15:00',10.577,10.577,10.577,10.577,0.0183,neither,doji,10.5742,90,1,2
'02/01/2018 15:00',10.578,10.578,10.578,10.578,0.0062,neither,doji,10.576,90.909091,1,2
'02/01/2018 15:00',10.577,10.577,10.577,10.577,0.0183,neither,doji,10.5776,83.333333,1,2
'02/01/2018 15:00',10.578,10.578,10.578,10.578,0.0062,neither,doji,10.5776,50,1,2
'02/01/2018 15:00',10.577,10.577,10.577,10.577,0.0155,neither,doji,10.5774,40,1,2
'02/01/2018 15:00',10.578,10.578,10.578,10.578,0.0041,neither,doji,10.5776,60,1,2
'02/01/2018 15:00',10.577,10.577,10.577,10.577,0.0197,neither,doji,10.5774,40,1,2
'02/01/2018 15:00',10.578,10.578,10.578,10.578,0.008,neither,doji,10.5776,60,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0181,neither,doji,10.5774,40,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0075,neither,doji,10.5776,60,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0133,neither,doji,10.5776,50,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0025,neither,doji,10.5778,66.666667,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0133,neither,doji,10.5776,33.333333,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0075,neither,doji,10.5778,66.666667,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0075,neither,doji,10.5776,33.333333,1,2
'02/01/2018 15:01',10.569,10.569,10.569,10.569,0.0075,neither,doji,10.5758,9.090909,1,2
'02/01/2018 15:01',10.568,10.568,10.568,10.568,0.0075,neither,doji,10.5738,8.333333,1,2
'02/01/2018 15:01',10.567,10.567,10.567,10.567,0.0149,neither,doji,10.5718,8.333333,1,2
'02/01/2018 15:01',10.568,10.578,10.568,10.578,0.0138,white,whiteMaruboxu,10.5718,50,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0075,neither,doji,10.572,52.380952,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0075,neither,doji,10.5738,84.615385,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0163,neither,doji,10.5756,84.615385,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0124,neither,doji,10.5778,92.307692,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0169,neither,doji,10.5776,33.333333,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0032,neither,doji,10.5776,50,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0148,neither,doji,10.5774,40,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0111,neither,doji,10.5776,60,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0116,neither,doji,10.5774,40,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0116,neither,doji,10.5774,50,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0026,neither,doji,10.5774,50,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0135,neither,doji,10.5774,50,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0075,neither,doji,10.5774,50,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0066,neither,doji,10.5776,66.666667,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0213,neither,doji,10.5776,50,1,2
'02/01/2018 15:01',10.578,10.578,10.578,10.578,0.0066,neither,doji,10.5776,50,1,2
'02/01/2018 15:01',10.577,10.577,10.577,10.577,0.0188,neither,doji,10.5776,50,1,2
'02/01/2018 15:01',10.578,10.578,10.577,10.577,0.0249,black,blackMaruboxu,10.5774,33.333333,1,2
'02/01/2018 15:01',10.578,10.578,10.577,10.577,0.0243,black,blackMaruboxu,10.5772,33.333333,1,2
'02/01/2018 15:02',10.577,10.577,10.577,10.577,0.0181,neither,doji,10.5772,50,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0063,neither,doji,10.5772,50,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0075,neither,doji,10.5774,100,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0037,neither,doji,10.5776,100,1,2
'02/01/2018 15:02',10.577,10.577,10.577,10.577,0.0148,neither,doji,10.5776,50,1,2
'02/01/2018 15:02',10.577,10.577,10.577,10.577,0.0184,neither,doji,10.5776,50,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0184,neither,doji,10.5776,50,1,2
'02/01/2018 15:02',10.577,10.577,10.577,10.577,0.0184,neither,doji,10.5774,33.333333,1,2
'02/01/2018 15:02',10.577,10.578,10.577,10.578,0.0247,white,whiteMaruboxu,10.5774,50,1,2
'02/01/2018 15:02',10.577,10.577,10.577,10.577,0.0184,neither,doji,10.5774,50,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0051,neither,doji,10.5776,60,1,2
'02/01/2018 15:02',10.577,10.577,10.577,10.577,0.0168,neither,doji,10.5774,40,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0025,neither,doji,10.5776,60,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0075,neither,doji,10.5776,50,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0044,neither,doji,10.5778,66.666667,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0044,neither,doji,10.5778,50,1,2
'02/01/2018 15:02',10.577,10.577,10.577,10.577,0.0169,neither,doji,10.5778,50,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0056,neither,doji,10.5778,50,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0075,neither,doji,10.5778,50,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0175,neither,doji,10.5778,50,1,2
'02/01/2018 15:02',10.577,10.577,10.577,10.577,0.0175,neither,doji,10.5776,33.333333,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0075,neither,doji,10.5778,66.666667,1,2
'02/01/2018 15:02',10.578,10.578,10.578,10.578,0.0052,neither,doji,10.5778,50,1,2
'02/01/2018 15:02',10.587,10.587,10.587,10.587,0.0241,neither,doji,10.5796,90.909091,1,2
'02/01/2018 15:02',10.588,10.588,10.588,10.588,0.0038,neither,doji,10.5816,91.666667,1,2
'02/01/2018 15:02',10.587,10.587,10.587,10.587,0.0125,neither,doji,10.5836,91.666667,1,2
'02/01/2018 15:02',10.588,10.588,10.588,10.588,0.0026,neither,doji,10.5856,91.666667,1,2
'02/01/2018 15:02',10.587,10.587,10.587,10.587,0.0133,neither,doji,10.5874,84.615385,1,2
'02/01/2018 15:02',10.588,10.588,10.588,10.588,0.0021,neither,doji,10.5876,60,1,2
'02/01/2018 15:02',10.587,10.587,10.587,10.587,0.0129,neither,doji,10.5874,40,1,2
'02/01/2018 15:02',10.588,10.588,10.588,10.588,0.0029,neither,doji,10.5876,60,1,2
'02/01/2018 15:02',10.588,10.588,10.588,10.588,0.0056,neither,doji,10.5876,50,1,2
'02/01/2018 15:02',10.587,10.587,10.587,10.587,0.0177,neither,doji,10.5876,50,1,2
'02/01/2018 15:02',10.588,10.588,10.588,10.588,0.0059,neither,doji,10.5876,50,1,2
'02/01/2018 15:02',10.588,10.588,10.588,10.588,0.0169,neither,doji,10.5878,66.666667,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0052,neither,doji,10.5878,50,1,2
'02/01/2018 15:03',10.587,10.587,10.587,10.587,0.0169,neither,doji,10.5876,33.333333,1,2
'02/01/2018 15:03',10.587,10.587,10.587,10.587,0.0179,neither,doji,10.5876,50,1,2
'02/01/2018 15:03',10.588,10.588,10.587,10.587,0.0238,black,blackMaruboxu,10.5874,0,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0059,neither,doji,10.5874,50,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.006,neither,doji,10.5874,50,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0245,neither,doji,10.5876,100,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0215,neither,doji,10.5878,100,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0075,neither,doji,10.588,100,1,2
'02/01/2018 15:03',10.587,10.588,10.587,10.588,0.0319,white,whiteMaruboxu,10.588,50,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0078,neither,doji,10.588,50,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0245,neither,doji,10.588,50,1,2
'02/01/2018 15:03',10.587,10.587,10.587,10.587,0.0229,neither,doji,10.5878,0,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0098,neither,doji,10.5878,50,1,2
'02/01/2018 15:03',10.587,10.587,10.587,10.587,0.0231,neither,doji,10.5876,33.333333,1,2
'02/01/2018 15:03',10.588,10.588,10.587,10.587,0.0333,black,blackMaruboxu,10.5874,33.333333,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.01,neither,doji,10.5874,50,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0075,neither,doji,10.5876,66.666667,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0075,neither,doji,10.5876,50,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0213,neither,doji,10.5878,100,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0075,neither,doji,10.588,100,1,2
'02/01/2018 15:03',10.588,10.588,10.588,10.588,0.0075,neither,doji,10.588,50,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0189,neither,doji,10.588,50,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0229,neither,doji,10.588,50,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0075,neither,doji,10.588,50,1,2
'02/01/2018 15:04',10.587,10.587,10.587,10.587,0.0207,neither,doji,10.5878,0,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0103,neither,doji,10.5878,50,1,2
'02/01/2018 15:04',10.587,10.587,10.587,10.587,0.0239,neither,doji,10.5876,33.333333,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0108,neither,doji,10.5876,50,1,2
'02/01/2018 15:04',10.587,10.587,10.587,10.587,0.0244,neither,doji,10.5874,40,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0075,neither,doji,10.5876,60,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0248,neither,doji,10.5876,50,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0075,neither,doji,10.5878,66.666667,1,2
'02/01/2018 15:04',10.587,10.587,10.587,10.587,0.0185,neither,doji,10.5876,33.333333,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0063,neither,doji,10.5878,66.666667,1,2
'02/01/2018 15:04',10.587,10.587,10.587,10.587,0.022,neither,doji,10.5876,33.333333,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0213,neither,doji,10.5876,50,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0088,neither,doji,10.5876,50,1,2
'02/01/2018 15:04',10.587,10.587,10.587,10.587,0.0184,neither,doji,10.5876,50,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0185,neither,doji,10.5876,50,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0217,neither,doji,10.5878,66.666667,1,2
'02/01/2018 15:04',10.588,10.588,10.587,10.587,0.0328,black,blackMaruboxu,10.5876,33.333333,1,2
'02/01/2018 15:04',10.588,10.588,10.588,10.588,0.0075,neither,doji,10.5876,50,1,2
'02/01/2018 15:04',10.587,10.587,10.587,10.587,0.0296,neither,doji,10.5876,50,1,2
