02.01.2018 14:33:32.000 GMT-0000,10.367,10.367,10.367,10.367,0.0116,candlestick,0
02.01.2018 14:33:33.000 GMT-0000,10.368,10.368,10.368,10.368,0.001,candlestick,0
02.01.2018 14:33:34.000 GMT-0000,10.367,10.367,10.367,10.367,0.0118,candlestick,0
02.01.2018 14:33:35.000 GMT-0000,10.368,10.368,10.368,10.368,0.0114,candlestick,0
02.01.2018 14:33:38.000 GMT-0000,10.368,10.368,10.368,10.368,0.001,candlestick,0
02.01.2018 14:33:39.000 GMT-0000,10.372,10.372,10.372,10.372,0.0075,candlestick,0
02.01.2018 14:33:40.000 GMT-0000,10.371,10.371,10.371,10.371,0.0075,candlestick,0
02.01.2018 14:33:41.000 GMT-0000,10.368,10.368,10.368,10.368,0.0075,candlestick,0
02.01.2018 14:33:42.000 GMT-0000,10.371,10.371,10.371,10.371,0.0075,candlestick,0
02.01.2018 14:33:43.000 GMT-0000,10.371,10.371,10.371,10.371,0.0075,candlestick,0
02.01.2018 14:33:44.000 GMT-0000,10.368,10.368,10.362,10.362,0.019599999999999996,candlestick,0
02.01.2018 14:33:45.000 GMT-0000,10.358,10.358,10.358,10.358,0.0002,candlestick,0
02.01.2018 14:33:49.000 GMT-0000,10.358,10.358,10.358,10.358,0.0114,candlestick,0
02.01.2018 14:33:50.000 GMT-0000,10.358,10.358,10.358,10.358,0.0075,candlestick,0
02.01.2018 14:33:51.000 GMT-0000,10.358,10.358,10.358,10.358,0.0075,candlestick,0
02.01.2018 14:33:52.000 GMT-0000,10.358,10.358,10.358,10.358,0.0145,candlestick,0
02.01.2018 14:33:53.000 GMT-0000,10.361,10.361,10.361,10.361,0.0075,candlestick,0
02.01.2018 14:33:54.000 GMT-0000,10.358,10.358,10.358,10.358,0.0075,candlestick,0
02.01.2018 14:34:00.000 GMT-0000,10.368,10.368,10.368,10.368,0.0075,candlestick,0
02.01.2018 14:34:01.000 GMT-0000,10.371,10.371,10.371,10.371,0.0075,candlestick,0
