Local time,Ask,Bid,AskVolume,BidVolume
18.11.2019 15:35:00.310 GMT-0000,39.762,39.738,0,0.0008
18.11.2019 15:35:00.784 GMT-0000,39.763000000000005,39.737,0.002,0.002
18.11.2019 15:35:00.923 GMT-0000,39.762,39.738,0,0.0008
18.11.2019 15:35:01.301 GMT-0000,39.763000000000005,39.737,0.002,0.002
18.11.2019 15:35:01.650 GMT-0000,39.762,39.738,0,0.0008
18.11.2019 15:35:01.700 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:02.204 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:02.384 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:03.165 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:03.283 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:03.533 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:03.635 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:03.956 GMT-0000,39.772,39.748000000000005,0,0.0008
18.11.2019 15:35:04.057 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:04.235 GMT-0000,39.762,39.757,0,0.0008
18.11.2019 15:35:04.286 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:04.550 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:04.692 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:05.496 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:06.935 GMT-0000,39.763000000000005,39.748000000000005,0,0.0008
18.11.2019 15:35:06.986 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:07.231 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:07.332 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:08.298 GMT-0000,39.762,39.758,0,0.0008
18.11.2019 15:35:08.349 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:08.995 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:10.698 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:10.890 GMT-0000,39.762,39.748000000000005,0.002,0.002
18.11.2019 15:35:12.037 GMT-0000,39.753,39.747,0,0.0008
18.11.2019 15:35:12.087 GMT-0000,39.753,39.737,0.002,0.002
18.11.2019 15:35:12.238 GMT-0000,39.752,39.738,0.002,0.002
18.11.2019 15:35:12.797 GMT-0000,39.752,39.728,0,0.0008
18.11.2019 15:35:13.515 GMT-0000,39.753,39.727,0.002,0.002
18.11.2019 15:35:13.652 GMT-0000,39.752,39.728,0,0.0008
18.11.2019 15:35:14.184 GMT-0000,39.753,39.727,0.002,0.002
18.11.2019 15:35:14.407 GMT-0000,39.742,39.728,0,0.0008
18.11.2019 15:35:14.529 GMT-0000,39.743,39.717,0.002,0.002
18.11.2019 15:35:14.585 GMT-0000,39.732,39.718,0.002,0.002
18.11.2019 15:35:15.476 GMT-0000,39.733000000000004,39.717,0.002,0.002
18.11.2019 15:35:15.674 GMT-0000,39.732,39.718,0,0.0008
18.11.2019 15:35:16.050 GMT-0000,39.742,39.728,0,0.0008
18.11.2019 15:35:16.270 GMT-0000,39.743,39.727,0.002,0.002
18.11.2019 15:35:16.393 GMT-0000,39.742,39.728,0.002,0.002
18.11.2019 15:35:16.597 GMT-0000,39.743,39.727,0.002,0.002
18.11.2019 15:35:16.722 GMT-0000,39.733000000000004,39.717,0.002,0.002
18.11.2019 15:35:16.841 GMT-0000,39.732,39.718,0.002,0.002
18.11.2019 15:35:17.108 GMT-0000,39.743,39.727,0.002,0.002
18.11.2019 15:35:17.942 GMT-0000,39.752,39.738,0,0.0008
18.11.2019 15:35:18.127 GMT-0000,39.753,39.737,0.002,0.002
18.11.2019 15:35:18.228 GMT-0000,39.752,39.738,0,0.0008
18.11.2019 15:35:18.670 GMT-0000,39.742,39.737,0,0.0008
18.11.2019 15:35:18.720 GMT-0000,39.742,39.728,0,0.0008
18.11.2019 15:35:19.664 GMT-0000,39.742,39.737,0,0.0008
18.11.2019 15:35:19.715 GMT-0000,39.752,39.738,0.002,0.002
18.11.2019 15:35:20.088 GMT-0000,39.762,39.748000000000005,0.002,0.002
18.11.2019 15:35:20.777 GMT-0000,39.752,39.738,0,0.0008
18.11.2019 15:35:21.182 GMT-0000,39.753,39.737,0.002,0.002
18.11.2019 15:35:21.288 GMT-0000,39.752,39.738,0,0.0008
18.11.2019 15:35:22.333 GMT-0000,39.753,39.737,0.002,0.002
18.11.2019 15:35:22.434 GMT-0000,39.752,39.738,0,0.0008
18.11.2019 15:35:22.828 GMT-0000,39.752,39.728,0,0.0008
18.11.2019 15:35:23.042 GMT-0000,39.752,39.738,0.002,0.0008
18.11.2019 15:35:24.600 GMT-0000,39.752,39.747,0,0.0008
18.11.2019 15:35:24.669 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:24.844 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:24.983 GMT-0000,39.762,39.748000000000005,0.002,0.002
18.11.2019 15:35:25.154 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:25.263 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:26.498 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:26.617 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:35:26.998 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:35:27.217 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:35:27.766 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:35:28.513 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:35:28.760 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:28.913 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:29.014 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:29.178 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:29.279 GMT-0000,39.772,39.748000000000005,0,0.0008
18.11.2019 15:35:30.020 GMT-0000,39.773,39.747,0.002,0.002
18.11.2019 15:35:30.137 GMT-0000,39.772,39.748000000000005,0,0.0008
18.11.2019 15:35:30.396 GMT-0000,39.773,39.747,0.002,0.002
18.11.2019 15:35:30.649 GMT-0000,39.772,39.748000000000005,0,0.0008
18.11.2019 15:35:30.719 GMT-0000,39.772,39.758,0.002,0.002
18.11.2019 15:35:31.380 GMT-0000,39.772,39.748000000000005,0,0.0008
18.11.2019 15:35:31.811 GMT-0000,39.772,39.757,0,0.0008
18.11.2019 15:35:32.201 GMT-0000,39.773,39.747,0.002,0.002
18.11.2019 15:35:32.252 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:32.815 GMT-0000,39.772,39.748000000000005,0,0.0008
18.11.2019 15:35:33.398 GMT-0000,39.773,39.747,0.002,0.002
18.11.2019 15:35:33.560 GMT-0000,39.772,39.748000000000005,0,0.0008
18.11.2019 15:35:34.953 GMT-0000,39.773,39.747,0.002,0.002
18.11.2019 15:35:35.115 GMT-0000,39.772,39.748000000000005,0,0.0008
18.11.2019 15:35:36.144 GMT-0000,39.772,39.758,0.002,0.002
18.11.2019 15:35:36.266 GMT-0000,39.772,39.748000000000005,0,0.0008
18.11.2019 15:35:36.850 GMT-0000,39.773,39.747,0.002,0.002
18.11.2019 15:35:37.107 GMT-0000,39.772,39.748000000000005,0,0.0008
18.11.2019 15:35:38.772 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:39.001 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:39.140 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:39.483 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:39.639 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:39.740 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:39.890 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:41.138 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:35:41.710 GMT-0000,39.762,39.738,0,0.0008
18.11.2019 15:35:41.761 GMT-0000,39.752,39.738,0,0.0008
18.11.2019 15:35:42.085 GMT-0000,39.753,39.737,0.002,0.002
18.11.2019 15:35:42.200 GMT-0000,39.752,39.738,0,0.0008
18.11.2019 15:35:43.326 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:35:43.616 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:43.788 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:44.718 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:45.454 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:45.650 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:48.724 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:48.922 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:49.423 GMT-0000,39.772,39.758,0.002,0.002
18.11.2019 15:35:49.824 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:50.110 GMT-0000,39.772,39.758,0.002,0.002
18.11.2019 15:35:50.246 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:50.347 GMT-0000,39.772,39.758,0.002,0.002
18.11.2019 15:35:51.279 GMT-0000,39.772,39.748000000000005,0.002,0.002
18.11.2019 15:35:51.576 GMT-0000,39.772,39.758,0.002,0.0008
18.11.2019 15:35:53.653 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:55.223 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:55.387 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:55.632 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:35:56.162 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:56.294 GMT-0000,39.772,39.758,0.002,0.002
18.11.2019 15:35:56.744 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:35:56.892 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:36:00.507 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:36:04.125 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:36:05.299 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:05.644 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:06.773 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:07.685 GMT-0000,39.783,39.777,0,0.0008
18.11.2019 15:36:07.736 GMT-0000,39.792,39.778000000000006,0.002,0.002
18.11.2019 15:36:08.202 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:08.393 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:36:09.033 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:09.138 GMT-0000,39.792,39.778000000000006,0.002,0.002
18.11.2019 15:36:09.291 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:09.443 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:36:09.636 GMT-0000,39.782,39.778000000000006,0,0.0008
18.11.2019 15:36:09.687 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:11.146 GMT-0000,39.783,39.768,0,0.0008
18.11.2019 15:36:11.247 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:11.447 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:12.044 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:12.268 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:12.386 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:12.565 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:14.065 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:36:14.195 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:14.743 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:36:17.118 GMT-0000,39.793,39.766999999999996,0.002,0.002
18.11.2019 15:36:17.532 GMT-0000,39.792,39.768,0,0.0008
18.11.2019 15:36:17.661 GMT-0000,39.792,39.777,0,0.0008
18.11.2019 15:36:17.865 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:36:21.033 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:21.158 GMT-0000,39.792,39.778000000000006,0.002,0.002
18.11.2019 15:36:21.975 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:22.124 GMT-0000,39.792,39.778000000000006,0.002,0.002
18.11.2019 15:36:22.605 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:22.785 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:36:23.330 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:23.749 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:36:25.982 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:26.116 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:36:26.973 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:27.074 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:36:27.423 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:27.643 GMT-0000,39.792,39.778000000000006,0.002,0.002
18.11.2019 15:36:27.845 GMT-0000,39.792,39.768,0,0.0008
18.11.2019 15:36:28.135 GMT-0000,39.793,39.766999999999996,0.002,0.002
18.11.2019 15:36:28.257 GMT-0000,39.792,39.768,0,0.0008
18.11.2019 15:36:29.175 GMT-0000,39.793,39.766999999999996,0.002,0.002
18.11.2019 15:36:29.383 GMT-0000,39.792,39.768,0,0.0008
18.11.2019 15:36:29.525 GMT-0000,39.783,39.768,0,0.0008
18.11.2019 15:36:29.662 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:30.066 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:36:30.722 GMT-0000,39.792,39.768,0,0.0008
18.11.2019 15:36:31.238 GMT-0000,39.793,39.766999999999996,0.002,0.002
18.11.2019 15:36:31.540 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:31.997 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:32.231 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:32.543 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:36:32.803 GMT-0000,39.792,39.778000000000006,0.002,0.002
18.11.2019 15:36:32.904 GMT-0000,39.783,39.757,0.002,0.002
18.11.2019 15:36:33.058 GMT-0000,39.782,39.758,0,0.0008
18.11.2019 15:36:33.344 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:36:33.495 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:36:33.672 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:36:36.067 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:36:38.046 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:36:38.160 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:36:39.758 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:36:39.918 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:36:40.073 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:36:40.459 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:36:40.811 GMT-0000,39.762,39.757,0,0.0008
18.11.2019 15:36:40.861 GMT-0000,39.762,39.748000000000005,0.002,0.002
18.11.2019 15:36:41.192 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:36:41.338 GMT-0000,39.762,39.748000000000005,0.002,0.002
18.11.2019 15:36:41.819 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:36:42.053 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:36:42.409 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:36:42.667 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:36:43.909 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:36:44.069 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:36:44.221 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:36:45.170 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:36:45.738 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:36:46.077 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:36:47.329 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:36:47.674 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:36:49.355 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:36:49.599 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:36:50.789 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:36:50.945 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:36:51.205 GMT-0000,39.763000000000005,39.747,0.002,0.002
18.11.2019 15:36:51.347 GMT-0000,39.762,39.748000000000005,0,0.0008
18.11.2019 15:36:51.779 GMT-0000,39.763000000000005,39.757,0,0.0008
18.11.2019 15:36:51.829 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:36:52.388 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:36:52.563 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:36:54.220 GMT-0000,39.773,39.758,0,0.0008
18.11.2019 15:36:54.271 GMT-0000,39.782,39.758,0.002,0.002
18.11.2019 15:36:54.528 GMT-0000,39.782,39.766999999999996,0,0.0008
18.11.2019 15:36:54.629 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:54.859 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:55.461 GMT-0000,39.773,39.766999999999996,0,0.0008
18.11.2019 15:36:55.591 GMT-0000,39.772,39.758,0,0.0008
18.11.2019 15:36:55.723 GMT-0000,39.773,39.757,0.002,0.002
18.11.2019 15:36:55.853 GMT-0000,39.772,39.758,0.002,0.002
18.11.2019 15:36:57.073 GMT-0000,39.782,39.758,0,0.0008
18.11.2019 15:36:57.460 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:57.675 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:57.811 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:58.482 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:58.752 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:58.860 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:59.339 GMT-0000,39.782,39.768,0,0.0008
18.11.2019 15:36:59.815 GMT-0000,39.783,39.766999999999996,0.002,0.002
18.11.2019 15:36:59.915 GMT-0000,39.792,39.768,0,0.0008
18.11.2019 15:37:00.094 GMT-0000,39.792,39.777,0,0.0008
18.11.2019 15:37:00.314 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:37:00.422 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:37:00.472 GMT-0000,39.803000000000004,39.777,0.002,0.002
18.11.2019 15:37:00.626 GMT-0000,39.802,39.788000000000004,0.002,0.002
18.11.2019 15:37:01.040 GMT-0000,39.803000000000004,39.787,0.002,0.002
18.11.2019 15:37:01.141 GMT-0000,39.802,39.788000000000004,0.002,0.002
18.11.2019 15:37:01.312 GMT-0000,39.812,39.798,0,0.0008
18.11.2019 15:37:01.440 GMT-0000,39.813,39.797,0.002,0.002
18.11.2019 15:37:01.555 GMT-0000,39.803000000000004,39.787,0.002,0.002
18.11.2019 15:37:01.656 GMT-0000,39.802,39.788000000000004,0.002,0.002
18.11.2019 15:37:02.410 GMT-0000,39.802,39.798,0,0.0008
18.11.2019 15:37:02.460 GMT-0000,39.821999999999996,39.798,0,0.0008
18.11.2019 15:37:02.565 GMT-0000,39.812,39.798,0,0.002
18.11.2019 15:37:02.955 GMT-0000,39.813,39.797,0.002,0.002
18.11.2019 15:37:03.136 GMT-0000,39.812,39.798,0,0.0008
18.11.2019 15:37:03.370 GMT-0000,39.821999999999996,39.798,0,0.0008
18.11.2019 15:37:04.002 GMT-0000,39.821999999999996,39.808,0.002,0.002
18.11.2019 15:37:04.219 GMT-0000,39.823,39.807,0.002,0.002
18.11.2019 15:37:04.337 GMT-0000,39.821999999999996,39.808,0,0.0008
18.11.2019 15:37:05.020 GMT-0000,39.823,39.807,0.002,0.002
18.11.2019 15:37:05.263 GMT-0000,39.821999999999996,39.808,0.002,0.002
18.11.2019 15:37:05.313 GMT-0000,39.832,39.808,0.002,0.002
18.11.2019 15:37:05.363 GMT-0000,39.832,39.818000000000005,0.002,0.002
18.11.2019 15:37:06.142 GMT-0000,39.833000000000006,39.817,0.002,0.002
18.11.2019 15:37:06.346 GMT-0000,39.832,39.818000000000005,0,0.0008
18.11.2019 15:37:07.017 GMT-0000,39.842,39.828,0,0.0008
18.11.2019 15:37:07.259 GMT-0000,39.843,39.827,0.002,0.002
18.11.2019 15:37:07.711 GMT-0000,39.842,39.828,0,0.0008
18.11.2019 15:37:07.885 GMT-0000,39.842,39.838,0,0.0008
18.11.2019 15:37:07.935 GMT-0000,39.852,39.838,0,0.0008
18.11.2019 15:37:08.008 GMT-0000,39.852,39.848000000000006,0,0.0008
18.11.2019 15:37:08.058 GMT-0000,39.862,39.848000000000006,0.002,0.002
18.11.2019 15:37:08.108 GMT-0000,39.872,39.858000000000004,0,0.0008
18.11.2019 15:37:08.298 GMT-0000,39.873000000000005,39.857,0.002,0.002
18.11.2019 15:37:08.688 GMT-0000,39.872,39.858000000000004,0,0.0008
18.11.2019 15:37:08.990 GMT-0000,39.873000000000005,39.857,0.002,0.002
18.11.2019 15:37:09.195 GMT-0000,39.872,39.858000000000004,0,0.0008
18.11.2019 15:37:09.384 GMT-0000,39.873000000000005,39.857,0.002,0.002
18.11.2019 15:37:09.584 GMT-0000,39.872,39.858000000000004,0.002,0.002
18.11.2019 15:37:11.245 GMT-0000,39.873000000000005,39.857,0.002,0.002
18.11.2019 15:37:11.459 GMT-0000,39.872,39.858000000000004,0,0.0008
18.11.2019 15:37:11.561 GMT-0000,39.852,39.838,0,0.0008
18.11.2019 15:37:12.904 GMT-0000,39.842,39.828,0,0.0008
18.11.2019 15:37:13.091 GMT-0000,39.843,39.827,0.002,0.002
18.11.2019 15:37:13.678 GMT-0000,39.832,39.827,0,0.0008
18.11.2019 15:37:13.728 GMT-0000,39.832,39.818000000000005,0.002,0.002
18.11.2019 15:37:13.778 GMT-0000,39.842,39.828,0,0.0008
18.11.2019 15:37:14.249 GMT-0000,39.843,39.827,0.002,0.002
18.11.2019 15:37:14.399 GMT-0000,39.832,39.818000000000005,0,0.0008
18.11.2019 15:37:14.748 GMT-0000,39.833000000000006,39.817,0.002,0.002
18.11.2019 15:37:14.875 GMT-0000,39.843,39.827,0.002,0.002
18.11.2019 15:37:14.926 GMT-0000,39.842,39.818000000000005,0,0.0008
18.11.2019 15:37:15.006 GMT-0000,39.832,39.818000000000005,0,0.002
18.11.2019 15:37:15.056 GMT-0000,39.842,39.818000000000005,0,0.0008
18.11.2019 15:37:15.107 GMT-0000,39.842,39.828,0.002,0.002
18.11.2019 15:37:15.431 GMT-0000,39.843,39.827,0.002,0.002
18.11.2019 15:37:15.590 GMT-0000,39.842,39.828,0,0.0008
18.11.2019 15:37:15.929 GMT-0000,39.843,39.827,0.002,0.002
18.11.2019 15:37:16.030 GMT-0000,39.852,39.838,0,0.0008
18.11.2019 15:37:16.288 GMT-0000,39.853,39.836999999999996,0.002,0.002
18.11.2019 15:37:16.411 GMT-0000,39.852,39.838,0,0.0008
18.11.2019 15:37:16.562 GMT-0000,39.853,39.836999999999996,0.002,0.002
18.11.2019 15:37:16.763 GMT-0000,39.852,39.838,0,0.0008
18.11.2019 15:37:17.646 GMT-0000,39.853,39.836999999999996,0.002,0.002
18.11.2019 15:37:18.245 GMT-0000,39.852,39.838,0,0.0008
18.11.2019 15:37:18.295 GMT-0000,39.852,39.828,0,0.0008
18.11.2019 15:37:18.428 GMT-0000,39.842,39.828,0,0.002
18.11.2019 15:37:18.528 GMT-0000,39.843,39.817,0.002,0.002
18.11.2019 15:37:18.621 GMT-0000,39.842,39.828,0,0.0008
18.11.2019 15:37:18.672 GMT-0000,39.842,39.818000000000005,0.002,0.002
18.11.2019 15:37:18.722 GMT-0000,39.832,39.818000000000005,0,0.0008
18.11.2019 15:37:18.954 GMT-0000,39.833000000000006,39.817,0.002,0.002
18.11.2019 15:37:19.185 GMT-0000,39.832,39.818000000000005,0,0.0008
18.11.2019 15:37:19.472 GMT-0000,39.833000000000006,39.817,0.002,0.002
18.11.2019 15:37:20.562 GMT-0000,39.832,39.818000000000005,0.002,0.002
18.11.2019 15:37:21.365 GMT-0000,39.833000000000006,39.817,0.002,0.002
18.11.2019 15:37:21.480 GMT-0000,39.832,39.818000000000005,0.002,0.002
18.11.2019 15:37:21.727 GMT-0000,39.833000000000006,39.817,0.002,0.002
18.11.2019 15:37:21.928 GMT-0000,39.832,39.818000000000005,0,0.0008
18.11.2019 15:37:22.395 GMT-0000,39.832,39.808,0,0.0008
18.11.2019 15:37:22.445 GMT-0000,39.833000000000006,39.817,0.002,0.002
18.11.2019 15:37:22.729 GMT-0000,39.832,39.818000000000005,0,0.0008
18.11.2019 15:37:22.780 GMT-0000,39.833000000000006,39.807,0.002,0.002
18.11.2019 15:37:22.886 GMT-0000,39.821999999999996,39.808,0,0.0008
18.11.2019 15:37:23.101 GMT-0000,39.812,39.807,0,0.0008
18.11.2019 15:37:23.151 GMT-0000,39.812,39.798,0.002,0.002
18.11.2019 15:37:23.288 GMT-0000,39.813,39.787,0.002,0.002
18.11.2019 15:37:23.339 GMT-0000,39.813,39.797,0.002,0.002
18.11.2019 15:37:23.391 GMT-0000,39.812,39.788000000000004,0,0.0008
18.11.2019 15:37:23.543 GMT-0000,39.802,39.788000000000004,0,0.0008
18.11.2019 15:37:24.015 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:37:24.166 GMT-0000,39.802,39.788000000000004,0,0.0008
18.11.2019 15:37:24.382 GMT-0000,39.802,39.787,0,0.0008
18.11.2019 15:37:24.432 GMT-0000,39.802,39.778000000000006,0.002,0.002
18.11.2019 15:37:24.482 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:37:25.796 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:37:25.936 GMT-0000,39.792,39.778000000000006,0.002,0.002
18.11.2019 15:37:26.151 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:37:26.280 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:37:26.330 GMT-0000,39.792,39.768,0.002,0.002
18.11.2019 15:37:26.539 GMT-0000,39.792,39.778000000000006,0.002,0.002
18.11.2019 15:37:26.838 GMT-0000,39.793,39.777,0.002,0.0008
18.11.2019 15:37:26.897 GMT-0000,39.793,39.766999999999996,0.002,0.002
18.11.2019 15:37:26.998 GMT-0000,39.792,39.778000000000006,0,0.0008
18.11.2019 15:37:27.197 GMT-0000,39.793,39.777,0.002,0.002
18.11.2019 15:37:27.866 GMT-0000,39.792,39.777,0,0.0008
18.11.2019 15:37:27.916 GMT-0000,39.783,39.766999999999996,0.002,0.002
